id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
225,Male,Loyal Customer,18,Personal Travel,Eco,2030,4,5,4,2,5,4,5,5,1,2,3,5,3,5,3,0,0
226,Male,disloyal Customer,43,Business travel,Eco,2549,2,0,2,4,4,2,1,4,4,4,4,4,4,4,21,13,0
227,Male,Loyal Customer,61,Personal Travel,Eco,1157,4,5,4,4,1,4,1,1,5,4,5,4,4,1,0,0,0
228,Female,disloyal Customer,40,Business travel,Business,1815,2,2,2,3,3,2,3,3,1,1,5,2,5,3,0,0,0
229,Male,Loyal Customer,46,Personal Travel,Eco,2912,1,3,0,3,3,0,3,3,5,1,1,1,3,3,32,27,0
230,Male,Loyal Customer,41,Business travel,Business,326,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,11,1
231,Male,Loyal Customer,64,Personal Travel,Eco,1812,2,4,2,3,3,2,4,3,5,2,4,5,5,3,3,0,0
232,Male,Loyal Customer,56,Personal Travel,Eco,2159,1,4,5,3,2,5,2,2,3,5,4,3,4,2,0,0,0
233,Male,Loyal Customer,31,Business travel,Business,1273,1,4,4,4,1,2,1,1,4,5,1,1,1,1,44,46,0
234,Male,Loyal Customer,35,Business travel,Eco,2234,1,4,4,4,1,1,1,1,4,1,4,4,4,1,0,0,0
235,Male,Loyal Customer,48,Personal Travel,Business,84,2,4,2,1,5,2,1,1,1,2,4,2,1,3,0,0,0
236,Male,Loyal Customer,33,Personal Travel,Eco,2039,4,2,4,4,4,4,4,4,1,3,4,2,3,4,0,0,1
237,Male,Loyal Customer,44,Business travel,Business,2367,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,1
238,Male,Loyal Customer,15,Personal Travel,Business,2779,2,2,2,3,3,2,3,3,2,3,3,1,4,3,0,0,0
239,Female,Loyal Customer,58,Business travel,Business,676,5,5,5,5,5,5,4,4,4,4,4,4,4,3,10,5,1
240,Male,Loyal Customer,52,Personal Travel,Business,1205,3,5,4,3,3,4,4,1,1,4,1,4,1,5,0,0,0
241,Male,Loyal Customer,39,Business travel,Business,1933,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0,1
242,Female,Loyal Customer,46,Business travel,Eco,553,5,1,1,1,4,5,4,5,5,5,5,2,5,2,0,7,1
243,Male,Loyal Customer,44,Business travel,Business,1455,3,3,4,3,4,5,4,4,4,4,4,3,4,4,0,3,1
244,Male,Loyal Customer,49,Personal Travel,Eco Plus,2133,3,4,3,3,3,3,3,3,4,3,3,3,4,3,0,0,0
245,Male,Loyal Customer,9,Business travel,Business,2164,3,1,1,1,3,3,3,3,2,5,2,3,3,3,0,36,0
246,Female,Loyal Customer,41,Business travel,Business,1182,2,2,2,2,1,3,1,5,5,5,5,1,5,4,0,0,1
247,Male,Loyal Customer,48,Business travel,Eco Plus,3565,5,1,1,1,5,5,5,5,4,4,4,4,1,5,3,0,1
248,Female,Loyal Customer,33,Business travel,Business,2607,2,4,4,4,5,4,4,2,2,2,2,2,2,1,0,0,0
249,Male,Loyal Customer,22,Personal Travel,Eco,1947,1,5,1,2,1,1,1,1,3,5,2,2,1,1,69,49,0
250,Male,Loyal Customer,15,Business travel,Eco,1658,3,3,3,3,3,3,1,3,4,5,2,3,3,3,13,18,0
251,Female,Loyal Customer,40,Business travel,Business,3117,2,2,2,2,2,4,3,2,2,3,2,4,2,3,106,125,0
252,Female,Loyal Customer,64,Personal Travel,Eco,1665,4,2,3,2,1,3,3,4,4,4,4,5,4,2,3,0,1
253,Male,Loyal Customer,52,Business travel,Business,468,4,4,3,4,4,5,4,5,5,4,5,4,5,5,0,3,1
254,Female,Loyal Customer,34,Personal Travel,Eco Plus,1736,4,5,5,4,1,5,1,1,5,3,4,2,1,1,29,33,0
255,Male,Loyal Customer,51,Business travel,Business,2568,0,0,0,4,3,5,5,3,3,3,3,3,3,3,0,0,1
256,Male,disloyal Customer,25,Business travel,Business,1679,3,0,3,5,2,3,2,2,3,3,4,5,5,2,0,0,0
257,Male,Loyal Customer,40,Business travel,Business,2408,5,5,5,5,2,5,5,3,3,3,3,4,3,3,32,11,1
258,Female,Loyal Customer,7,Personal Travel,Eco,1313,4,4,5,4,5,5,5,4,3,4,4,5,4,5,0,0,1
259,Male,Loyal Customer,28,Business travel,Business,3306,3,3,3,3,4,4,4,4,5,4,5,4,4,4,0,0,1
260,Female,Loyal Customer,40,Personal Travel,Eco,1631,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0,0,1
261,Female,Loyal Customer,48,Business travel,Eco Plus,2244,4,2,2,2,4,4,4,3,2,5,1,4,2,4,172,167,1
262,Male,disloyal Customer,30,Business travel,Business,2257,4,4,4,3,2,4,2,2,1,4,3,3,3,2,0,0,0
263,Male,Loyal Customer,65,Personal Travel,Eco,1507,3,5,3,2,4,3,4,4,5,5,5,5,5,4,25,27,0
264,Male,Loyal Customer,43,Personal Travel,Eco,3405,4,4,3,4,5,3,4,5,1,5,3,2,3,5,3,30,0
265,Male,Loyal Customer,31,Business travel,Eco,3637,5,1,1,1,5,5,5,5,3,5,5,2,2,5,0,0,1
266,Female,disloyal Customer,27,Business travel,Eco,2203,3,4,3,4,1,3,2,1,2,2,1,2,5,1,0,0,0
267,Female,disloyal Customer,30,Business travel,Business,2156,2,2,2,3,3,2,3,3,2,2,4,3,3,3,0,0,0
268,Male,Loyal Customer,22,Personal Travel,Eco,2451,4,1,4,1,4,4,4,4,4,2,2,1,2,4,5,2,1
269,Male,Loyal Customer,18,Business travel,Eco,2436,4,5,5,5,4,4,4,4,1,4,4,5,3,4,77,49,1
270,Male,Loyal Customer,30,Business travel,Business,3245,1,1,1,1,4,4,4,4,5,4,4,5,5,4,0,0,1
271,Male,Loyal Customer,51,Personal Travel,Eco,2719,0,3,0,2,3,0,3,3,3,3,2,2,2,3,29,13,1
272,Female,Loyal Customer,60,Business travel,Business,1747,5,5,5,5,2,5,4,4,4,4,4,4,4,5,11,12,1
273,Female,Loyal Customer,64,Personal Travel,Eco,1139,3,5,3,3,3,5,4,5,5,5,5,5,5,4,15,23,1
274,Male,Loyal Customer,44,Personal Travel,Eco,2080,1,2,1,3,1,1,1,1,3,3,4,4,4,1,3,0,0
275,Female,Loyal Customer,57,Personal Travel,Eco,392,4,4,4,4,3,3,5,3,3,4,3,5,3,5,0,0,1
276,Male,Loyal Customer,40,Personal Travel,Eco,1623,3,2,3,3,1,3,1,1,1,5,3,3,2,1,0,0,0
277,Female,disloyal Customer,22,Business travel,Eco,2349,4,0,4,2,4,3,4,3,2,4,4,4,5,4,171,172,1
278,Male,Loyal Customer,38,Business travel,Business,3443,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0,1
279,Female,Loyal Customer,33,Business travel,Business,472,2,1,1,1,5,4,4,2,2,2,2,4,2,3,7,11,0
280,Female,Loyal Customer,55,Business travel,Business,4158,2,2,2,2,2,2,2,3,1,4,3,2,2,2,131,120,0
281,Male,Loyal Customer,70,Personal Travel,Eco Plus,1454,1,5,1,3,1,1,1,1,1,5,4,2,2,1,0,7,0
282,Female,Loyal Customer,16,Business travel,Business,4126,3,3,4,3,4,4,4,4,1,4,4,4,4,4,6,0,1
283,Female,disloyal Customer,40,Business travel,Business,1487,1,1,1,4,5,1,5,5,3,4,3,2,4,5,0,0,0
284,Female,disloyal Customer,26,Business travel,Business,2803,1,5,1,2,4,1,4,4,3,3,5,3,4,4,0,0,0
285,Female,Loyal Customer,29,Business travel,Eco Plus,1578,4,2,2,2,4,4,4,4,1,2,3,2,3,4,46,71,0
286,Female,Loyal Customer,47,Business travel,Business,2375,5,5,5,5,4,3,5,5,5,5,5,4,5,5,0,0,1
287,Female,disloyal Customer,47,Business travel,Eco Plus,2052,2,2,2,4,2,2,2,2,2,4,4,1,3,2,0,0,0
288,Female,Loyal Customer,31,Personal Travel,Eco,2097,4,4,4,4,5,5,5,5,3,5,5,4,3,5,0,0,1
289,Male,Loyal Customer,41,Business travel,Business,3777,2,3,3,3,3,2,3,2,2,3,2,2,2,1,20,16,0
290,Female,disloyal Customer,17,Business travel,Eco,1819,3,2,3,3,5,3,5,5,3,3,2,1,2,5,0,0,0
291,Male,Loyal Customer,57,Business travel,Business,2181,4,4,4,4,2,4,4,4,4,4,4,3,4,4,3,20,1
292,Female,Loyal Customer,38,Business travel,Business,3181,0,0,0,2,2,2,2,3,3,3,2,5,3,4,2,0,1
293,Male,Loyal Customer,45,Business travel,Business,3600,4,4,4,4,5,4,5,2,2,2,2,4,2,3,0,0,1
294,Male,Loyal Customer,46,Business travel,Business,2092,3,3,4,3,3,4,5,4,4,4,4,3,4,5,0,0,1
295,Female,disloyal Customer,21,Business travel,Eco,3114,4,4,4,2,4,4,4,4,5,2,5,4,5,4,13,0,1
296,Male,Loyal Customer,68,Personal Travel,Eco,1567,3,4,3,4,3,3,3,3,3,3,5,4,5,3,0,0,0
297,Male,Loyal Customer,53,Business travel,Business,4000,2,2,2,2,5,5,5,4,5,5,4,5,5,5,144,137,1
298,Female,Loyal Customer,11,Personal Travel,Eco,2054,2,4,2,2,2,4,4,3,3,4,3,5,3,4,30,15,1
299,Female,Loyal Customer,49,Business travel,Business,1848,4,4,4,4,5,4,5,5,5,5,5,3,5,3,15,12,1
300,Female,Loyal Customer,21,Business travel,Business,2347,2,3,3,3,2,2,2,2,4,2,2,4,3,2,12,6,0
301,Female,Loyal Customer,40,Business travel,Business,2872,1,1,1,1,5,5,5,4,4,4,4,5,4,5,7,0,1
302,Male,Loyal Customer,59,Personal Travel,Eco,3180,2,4,2,1,2,2,2,2,4,3,3,5,4,2,0,0,0
303,Male,Loyal Customer,53,Business travel,Business,3578,4,4,4,4,4,2,2,4,4,4,4,2,4,2,5,0,0
304,Female,disloyal Customer,20,Business travel,Business,2467,2,2,2,2,5,2,5,5,1,2,3,4,3,5,0,21,0
305,Female,disloyal Customer,48,Business travel,Business,2875,1,1,1,2,2,1,2,2,3,2,5,4,5,2,0,0,0
306,Female,Loyal Customer,71,Business travel,Business,67,3,4,3,4,4,4,3,3,3,3,3,2,3,1,0,0,0
307,Male,Loyal Customer,76,Business travel,Business,3401,4,2,4,4,4,4,1,4,4,4,4,4,4,3,0,0,1
308,Female,Loyal Customer,57,Business travel,Business,584,2,2,2,2,3,5,2,4,4,5,4,5,4,3,0,0,1
309,Female,Loyal Customer,35,Business travel,Eco Plus,1694,5,1,1,1,5,5,5,5,4,2,1,4,3,5,0,0,1
310,Female,disloyal Customer,50,Business travel,Business,2829,5,5,5,3,5,5,2,5,4,4,5,3,5,5,1,6,1
311,Male,disloyal Customer,17,Business travel,Eco,2564,4,4,4,4,4,2,2,3,2,3,4,2,4,2,139,117,0
312,Female,Loyal Customer,49,Business travel,Business,3636,1,1,1,1,5,4,5,5,5,4,5,5,5,5,0,0,1
313,Female,Loyal Customer,53,Business travel,Business,317,0,0,0,3,3,5,2,1,1,1,1,1,1,3,4,0,1
314,Male,Loyal Customer,48,Business travel,Business,1528,5,2,5,5,4,4,5,4,4,4,4,4,4,5,16,27,1
315,Female,Loyal Customer,30,Business travel,Business,1478,2,2,3,2,4,4,4,4,5,4,2,3,3,4,0,0,1
316,Female,Loyal Customer,24,Business travel,Business,1976,3,2,5,2,3,3,3,3,3,2,3,4,3,3,11,52,0
317,Male,Loyal Customer,50,Business travel,Business,3791,5,2,5,5,2,4,4,4,4,5,4,5,4,3,35,19,1
318,Female,Loyal Customer,39,Business travel,Business,2011,1,1,4,1,4,3,5,3,3,4,3,4,3,3,0,11,1
319,Male,Loyal Customer,62,Personal Travel,Eco Plus,1825,2,1,2,3,3,2,3,3,2,1,4,4,4,3,0,0,0
320,Male,disloyal Customer,37,Business travel,Eco,1796,2,2,2,4,2,2,2,2,2,4,4,4,4,2,20,7,0
321,Male,Loyal Customer,29,Personal Travel,Eco,1374,2,4,2,1,3,2,3,3,5,5,5,3,5,3,0,0,0
322,Female,Loyal Customer,27,Personal Travel,Eco,3118,1,1,1,1,5,5,5,5,5,3,1,5,5,5,0,0,1
323,Male,Loyal Customer,39,Business travel,Business,2211,4,4,3,4,5,4,4,5,5,5,5,3,5,3,0,0,1
324,Male,Loyal Customer,17,Personal Travel,Eco,1873,3,5,3,4,2,3,2,2,3,2,1,3,4,2,0,4,0
325,Male,disloyal Customer,21,Business travel,Eco,2654,5,4,4,1,3,5,3,3,5,3,4,5,4,3,0,0,1
326,Male,disloyal Customer,28,Business travel,Eco,2744,2,2,2,3,1,2,1,1,3,3,3,2,3,1,44,46,0
327,Female,Loyal Customer,41,Business travel,Business,2986,2,2,2,2,2,5,4,4,4,4,4,5,4,5,17,13,1
328,Male,disloyal Customer,23,Business travel,Eco,1896,2,2,2,3,5,2,5,5,1,3,4,5,2,5,20,1,0
329,Male,Loyal Customer,29,Business travel,Business,3913,4,4,4,4,4,4,4,4,2,3,2,4,1,4,9,53,1
330,Male,Loyal Customer,58,Business travel,Business,1557,4,3,4,3,4,4,4,4,4,4,4,1,4,1,11,5,0
331,Female,Loyal Customer,44,Personal Travel,Eco,3578,2,4,2,4,2,4,1,4,4,3,4,1,4,1,132,134,0
332,Female,Loyal Customer,25,Business travel,Business,2961,1,1,4,1,4,4,4,4,3,4,4,3,4,4,0,0,1
333,Male,Loyal Customer,50,Business travel,Business,224,2,2,2,2,3,4,5,5,5,5,4,3,5,3,10,14,1
334,Female,Loyal Customer,69,Business travel,Eco Plus,1641,2,1,1,1,5,3,4,2,2,2,2,3,2,4,36,8,0
335,Male,Loyal Customer,59,Business travel,Business,1564,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0,1
336,Female,Loyal Customer,7,Personal Travel,Eco,2912,4,5,4,3,5,4,5,5,1,1,3,5,4,5,0,16,0
337,Female,Loyal Customer,69,Personal Travel,Eco,451,4,4,4,4,5,4,5,2,2,4,2,3,2,5,0,0,1
338,Male,Loyal Customer,46,Business travel,Business,2692,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,1
339,Female,disloyal Customer,52,Business travel,Business,1594,1,1,1,3,2,1,2,2,5,3,4,4,5,2,58,43,0
340,Male,Loyal Customer,35,Personal Travel,Eco,1923,3,0,3,4,5,3,5,5,4,5,5,3,4,5,0,20,0
341,Male,Loyal Customer,47,Business travel,Business,908,5,5,5,5,4,4,5,2,2,2,2,3,2,5,0,0,1
342,Male,Loyal Customer,58,Business travel,Business,242,4,4,4,4,2,4,4,5,5,5,5,3,5,3,0,0,1
343,Male,Loyal Customer,48,Personal Travel,Eco,3188,3,4,4,3,2,4,3,2,3,5,3,5,5,2,53,50,0
344,Female,Loyal Customer,43,Business travel,Business,1514,2,2,2,2,4,4,5,4,4,4,5,4,4,5,0,0,1
345,Male,Loyal Customer,55,Personal Travel,Eco,1775,2,5,2,2,4,2,4,4,3,4,4,5,4,4,13,0,0
346,Female,Loyal Customer,15,Personal Travel,Eco,1599,0,0,0,3,4,4,4,3,3,3,3,3,3,5,7,10,1
347,Female,Loyal Customer,43,Business travel,Business,3555,5,5,5,5,4,3,4,4,4,4,4,4,4,4,0,0,1
348,Male,Loyal Customer,60,Business travel,Business,745,5,5,5,5,2,4,4,3,3,4,3,4,3,5,0,0,1
349,Male,Loyal Customer,46,Business travel,Business,4003,2,2,4,2,4,4,4,5,5,5,5,3,5,4,0,0,1
350,Male,Loyal Customer,72,Business travel,Business,1872,1,5,3,5,1,3,3,3,3,3,1,4,3,3,0,0,0
351,Female,Loyal Customer,30,Business travel,Business,2487,1,1,1,1,4,4,4,4,4,3,5,3,5,4,0,0,1
352,Male,disloyal Customer,22,Business travel,Business,2226,5,0,5,2,3,5,3,3,1,1,1,4,4,3,0,0,1
353,Male,Loyal Customer,42,Business travel,Business,1806,5,5,5,5,3,4,5,4,4,4,5,5,4,3,0,0,1
354,Female,Loyal Customer,9,Personal Travel,Eco,3250,4,4,4,4,1,4,3,4,4,4,4,1,4,3,11,0,1
355,Female,Loyal Customer,69,Personal Travel,Eco,654,2,2,2,2,3,2,4,4,4,4,4,1,4,4,33,22,1
356,Female,Loyal Customer,61,Personal Travel,Eco,329,4,5,4,4,3,5,5,5,5,5,5,4,5,3,0,0,1
357,Male,Loyal Customer,64,Business travel,Eco,2146,3,2,2,2,4,3,4,4,1,5,4,1,3,4,2,0,0
358,Female,Loyal Customer,40,Business travel,Business,1691,2,2,2,2,4,3,1,3,3,4,3,1,3,4,0,0,1
359,Female,Loyal Customer,49,Business travel,Business,698,3,3,3,3,2,1,3,2,2,2,2,3,2,5,7,0,1
360,Female,Loyal Customer,53,Business travel,Business,1598,1,1,1,1,4,5,5,5,5,5,5,3,5,5,2,0,1
361,Male,Loyal Customer,12,Personal Travel,Eco,1548,3,5,3,2,3,3,1,3,5,4,4,4,5,3,0,5,0
362,Male,Loyal Customer,10,Personal Travel,Eco,2066,1,5,1,5,2,1,2,2,4,2,4,5,5,2,0,0,0
363,Male,disloyal Customer,23,Business travel,Eco,2223,0,0,0,3,3,0,3,3,4,4,1,4,3,3,0,0,1
364,Female,Loyal Customer,58,Personal Travel,Eco,622,0,3,0,4,3,1,4,1,1,0,1,3,1,3,0,0,1
365,Female,Loyal Customer,43,Business travel,Eco,1095,2,2,2,2,5,3,4,2,2,2,2,3,2,1,0,3,0
366,Female,Loyal Customer,16,Personal Travel,Eco,1885,2,2,2,2,4,4,4,5,5,5,5,5,5,3,9,5,1
367,Male,Loyal Customer,36,Personal Travel,Eco,1373,2,5,2,4,4,2,3,4,4,2,4,5,5,4,0,26,0
368,Male,disloyal Customer,35,Business travel,Business,1893,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46,0
369,Female,Loyal Customer,39,Business travel,Business,2471,2,2,2,2,4,4,5,5,5,5,5,3,5,5,2,0,1
370,Male,disloyal Customer,25,Business travel,Eco,3123,3,3,3,4,3,3,3,3,3,4,3,4,3,3,20,1,0
371,Male,Loyal Customer,51,Business travel,Business,2556,1,1,1,1,2,2,2,4,2,4,4,2,3,2,0,3,1
372,Female,Loyal Customer,17,Personal Travel,Eco Plus,1930,4,4,4,1,5,4,5,5,4,3,4,4,5,5,26,102,0
373,Female,Loyal Customer,45,Business travel,Business,2077,5,5,5,5,4,4,4,5,5,5,5,3,5,5,0,0,1
374,Male,Loyal Customer,15,Personal Travel,Eco Plus,2825,4,4,4,3,1,4,1,1,1,2,4,3,3,1,0,4,0
375,Female,Loyal Customer,60,Business travel,Business,56,4,1,4,4,3,5,4,4,4,4,4,4,4,5,0,2,1
376,Male,Loyal Customer,58,Business travel,Business,3164,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,2,1
377,Male,Loyal Customer,41,Personal Travel,Eco,1366,1,3,1,1,3,1,3,3,5,1,4,2,4,3,4,0,0
378,Female,Loyal Customer,48,Business travel,Business,3818,1,1,1,1,4,4,2,4,4,4,4,3,4,1,15,1,1
379,Female,Loyal Customer,21,Personal Travel,Eco,1398,5,5,5,5,3,4,4,5,5,5,5,3,5,4,2,0,1
380,Female,Loyal Customer,27,Personal Travel,Eco,3260,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,9,1
381,Female,Loyal Customer,56,Business travel,Business,957,2,2,2,2,5,4,5,4,4,4,4,5,4,5,28,15,1
382,Female,disloyal Customer,39,Business travel,Business,2449,3,3,3,3,4,3,4,4,4,3,3,2,4,4,0,0,0
383,Female,disloyal Customer,25,Business travel,Eco Plus,1651,1,4,1,4,4,1,4,4,2,3,3,4,4,4,0,11,0
384,Male,Loyal Customer,8,Personal Travel,Eco,1483,1,1,1,3,4,1,4,4,4,3,5,2,4,4,4,9,0
385,Female,disloyal Customer,15,Business travel,Eco,1996,2,1,2,4,4,2,4,4,2,4,3,4,4,4,0,0,0
386,Male,Loyal Customer,24,Business travel,Business,5241,1,1,1,1,4,4,4,4,3,4,5,5,4,4,38,45,1
387,Female,Loyal Customer,59,Business travel,Business,3046,3,3,3,3,5,4,5,3,3,2,3,5,3,3,0,0,1
388,Female,Loyal Customer,60,Personal Travel,Eco,397,3,5,3,5,3,4,4,2,2,3,2,4,2,5,0,0,0
389,Male,Loyal Customer,67,Personal Travel,Eco,1669,2,2,2,3,3,2,3,3,4,1,3,3,3,3,0,0,0
390,Female,Loyal Customer,43,Business travel,Business,2628,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0,1
391,Female,Loyal Customer,45,Business travel,Business,3187,4,4,4,4,2,5,5,5,5,5,5,4,5,3,9,0,1
392,Female,disloyal Customer,21,Business travel,Eco,2201,2,2,2,3,3,2,1,3,4,5,4,4,3,3,0,0,0
393,Female,Loyal Customer,20,Business travel,Eco,2626,2,4,4,4,2,2,2,2,4,1,3,2,4,2,0,0,0
394,Female,Loyal Customer,49,Personal Travel,Eco,909,5,2,5,4,2,4,4,4,4,5,4,4,4,1,0,0,1
395,Female,disloyal Customer,33,Business travel,Business,1956,3,3,3,5,5,3,5,5,4,5,5,3,4,5,0,0,0
396,Female,Loyal Customer,65,Business travel,Business,200,1,4,4,4,1,3,3,2,2,3,1,1,2,1,10,42,0
397,Female,Loyal Customer,46,Business travel,Eco,126,5,1,1,1,2,2,2,5,5,5,5,1,5,2,0,0,1
398,Male,Loyal Customer,63,Business travel,Business,436,4,1,4,4,4,5,5,5,5,5,5,5,5,3,8,10,1
399,Male,Loyal Customer,39,Personal Travel,Eco Plus,1767,3,5,3,4,4,3,2,4,4,5,4,3,5,4,0,0,0
400,Male,Loyal Customer,50,Business travel,Eco,2614,4,3,3,3,3,4,3,3,4,4,4,4,1,3,0,0,1
401,Female,Loyal Customer,30,Personal Travel,Eco,2253,5,4,4,4,1,3,1,5,5,5,5,5,5,3,7,0,1
402,Female,Loyal Customer,57,Business travel,Business,2628,1,1,1,1,4,5,3,5,5,5,5,5,5,1,0,0,1
403,Male,Loyal Customer,49,Business travel,Business,124,4,1,4,1,2,4,4,3,3,3,4,1,3,1,24,48,0
404,Male,Loyal Customer,61,Business travel,Business,2495,3,2,2,2,3,4,4,3,3,2,3,3,3,4,0,14,0
405,Male,Loyal Customer,46,Business travel,Business,387,4,4,4,4,3,4,1,3,3,3,3,5,3,5,0,0,1
406,Female,disloyal Customer,25,Business travel,Business,2206,1,4,1,5,4,1,1,4,3,5,4,5,5,4,0,0,0
407,Female,Loyal Customer,37,Business travel,Eco Plus,1550,4,5,5,5,4,4,4,4,5,4,3,2,1,4,0,6,1
408,Female,Loyal Customer,58,Business travel,Business,2598,2,2,4,2,4,3,4,5,5,5,5,4,5,3,38,0,1
409,Male,Loyal Customer,60,Business travel,Eco,1198,4,2,2,2,4,4,4,4,3,2,4,3,1,4,27,24,1
410,Male,Loyal Customer,69,Business travel,Eco,1921,4,1,3,3,5,4,5,5,3,5,3,5,1,5,0,0,1
411,Male,Loyal Customer,40,Business travel,Business,1597,3,3,5,3,5,4,5,5,5,5,5,5,5,5,11,23,1
412,Male,Loyal Customer,61,Personal Travel,Eco,1457,2,4,0,4,1,0,1,1,1,3,4,4,4,1,46,27,0
413,Female,Loyal Customer,11,Personal Travel,Eco Plus,3106,3,5,3,5,5,3,5,5,4,4,5,3,4,5,0,0,0
414,Male,Loyal Customer,40,Business travel,Business,2512,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0,1
415,Female,Loyal Customer,73,Business travel,Business,2056,2,3,3,3,2,3,4,4,4,4,2,3,4,2,3,12,0
416,Female,Loyal Customer,56,Personal Travel,Business,1326,4,4,4,3,4,5,5,3,3,4,3,5,3,5,0,0,1
417,Female,disloyal Customer,25,Business travel,Eco,806,2,0,2,4,1,2,1,1,2,3,3,1,4,1,0,0,0
418,Female,Loyal Customer,20,Personal Travel,Eco,1881,4,5,4,3,1,4,1,1,4,4,5,4,5,1,0,0,0
419,Male,Loyal Customer,37,Business travel,Business,2985,0,0,0,1,2,4,5,4,4,1,1,3,4,4,0,0,1
420,Female,disloyal Customer,33,Business travel,Eco,1432,3,2,3,3,3,3,1,3,1,1,3,3,3,3,0,0,0
421,Male,Loyal Customer,27,Business travel,Business,4819,2,5,5,5,2,2,2,2,2,1,4,4,3,2,86,106,0
422,Male,Loyal Customer,44,Personal Travel,Eco,3045,3,5,3,1,2,3,2,2,3,2,3,3,4,2,0,0,0
423,Male,disloyal Customer,21,Business travel,Eco,1837,2,1,1,3,3,1,3,3,3,2,3,3,2,3,24,30,0
424,Male,Loyal Customer,78,Business travel,Eco,2025,4,2,1,2,4,4,4,4,3,5,2,3,3,4,26,33,0
425,Male,Loyal Customer,58,Personal Travel,Business,1215,3,1,3,1,4,2,2,4,4,3,4,3,4,4,53,61,0
426,Female,Loyal Customer,65,Personal Travel,Eco,394,2,2,2,2,4,4,4,5,5,4,5,3,5,3,0,0,1
427,Female,Loyal Customer,65,Business travel,Business,2944,3,3,3,3,2,4,5,2,2,2,2,5,2,3,0,0,1
428,Male,Loyal Customer,46,Business travel,Business,3386,2,2,2,2,3,4,4,2,2,2,2,5,2,3,0,0,1
429,Female,Loyal Customer,28,Personal Travel,Eco,3037,3,3,5,3,5,5,5,4,4,4,4,5,4,4,2,0,1
430,Female,Loyal Customer,32,Personal Travel,Eco,1177,4,5,4,2,2,4,3,2,4,4,5,3,5,2,118,108,0
431,Female,disloyal Customer,28,Business travel,Business,2095,0,0,0,2,2,0,2,2,4,4,5,4,5,2,1,34,1
432,Male,Loyal Customer,29,Business travel,Business,3009,5,5,5,5,4,4,4,4,3,5,3,4,4,4,0,0,1
433,Male,Loyal Customer,18,Personal Travel,Eco,1768,1,5,0,1,3,0,3,3,3,3,5,4,4,3,26,65,0
434,Female,Loyal Customer,43,Personal Travel,Eco,1489,4,2,2,2,1,3,5,4,4,4,4,2,4,5,11,2,1
435,Female,Loyal Customer,34,Business travel,Eco,1238,5,4,4,4,5,5,5,5,4,5,3,4,2,5,0,0,1
436,Female,Loyal Customer,35,Personal Travel,Eco,1403,4,2,5,4,5,4,4,1,1,5,1,3,1,2,0,0,1
437,Male,disloyal Customer,46,Business travel,Eco,1855,2,4,2,5,2,2,2,2,2,3,2,2,1,2,0,0,0
438,Male,Loyal Customer,45,Business travel,Business,92,0,4,0,5,2,4,4,5,5,5,5,4,5,4,0,0,1
439,Male,Loyal Customer,47,Business travel,Business,637,3,3,3,3,3,4,5,5,5,4,5,5,5,3,43,100,1
440,Male,Loyal Customer,53,Business travel,Business,637,5,5,4,5,5,3,4,5,5,4,5,4,5,4,18,13,1
441,Female,Loyal Customer,16,Business travel,Business,3041,4,4,4,4,4,4,4,4,3,4,4,5,4,4,7,2,1
442,Female,Loyal Customer,56,Business travel,Business,2744,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,1
443,Male,Loyal Customer,25,Personal Travel,Eco,2078,1,3,1,2,2,1,2,2,5,1,3,2,2,2,0,0,0
444,Female,Loyal Customer,18,Personal Travel,Eco,1367,4,4,4,1,4,4,2,4,3,5,5,1,2,4,18,20,0
445,Female,Loyal Customer,19,Business travel,Business,1022,1,1,1,1,1,1,1,1,4,3,3,3,3,1,3,12,0
446,Female,Loyal Customer,47,Business travel,Eco,868,3,5,4,5,1,2,3,3,3,3,3,2,3,3,2,7,0
447,Male,Loyal Customer,49,Business travel,Business,268,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0,1
448,Male,Loyal Customer,48,Business travel,Business,2980,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0,1
449,Male,disloyal Customer,42,Business travel,Eco,2193,2,4,2,3,2,2,2,4,3,3,3,2,1,2,145,129,0
450,Male,Loyal Customer,40,Business travel,Business,269,0,0,0,2,4,5,4,4,4,4,4,3,4,4,20,18,1
